date_time, pid, event, elapsed_time, mem_used, max_mem_used, key, value
2023-05-02 20:41:25, 40852, start_block_data_read, 0.007134, 109.5, 34529081, band, B03
2023-05-02 20:41:25, 40852, end_block_data_read, 0.03882, 115.1, 34529081, band, B03
2023-05-02 20:41:25, 40852, start_block_data_process, 2.098e-05, 115.1, 34529081, band, B03
2023-05-02 20:41:25, 40852, end_block_data_process, 0.01756, 120.7, 34529081, band, B03
2023-05-02 20:41:25, 40852, start_block_data_read, 0.007416, 120.7, 34529081, band, B04
2023-05-02 20:41:26, 40852, end_block_data_read, 0.04679, 126.4, 34529081, band, B04
2023-05-02 20:41:26, 40852, start_block_data_process, 2.193e-05, 126.4, 34529081, band, B04
2023-05-02 20:41:26, 40852, end_block_data_process, 0.01979, 132, 34529081, band, B04
2023-05-02 20:41:26, 40852, start_block_data_read, 0.005967, 132, 34529081, band, B8A
2023-05-02 20:41:26, 40852, end_block_data_read, 0.0429, 137.6, 34529081, band, B8A
2023-05-02 20:41:26, 40852, start_block_data_process, 1.812e-05, 137.6, 34529081, band, B8A
2023-05-02 20:41:26, 40852, end_block_data_process, 0.02737, 143.2, 34529081, band, B8A
2023-05-02 20:41:27, 40852, start_block_data_read, 0.00594, 143.2, 34529081, band, B11
2023-05-02 20:41:27, 40852, end_block_data_read, 0.0414, 148.9, 34529081, band, B11
2023-05-02 20:41:27, 40852, start_block_data_process, 1.907e-05, 148.9, 34529081, band, B11
2023-05-02 20:41:27, 40852, end_block_data_process, 0.01594, 154.5, 34529081, band, B11
2023-05-02 20:41:27, 40852, start_block_data_read, 0.006833, 154.5, 34529081, band, B12
2023-05-02 20:41:27, 40852, end_block_data_read, 0.03913, 160.1, 34529081, band, B12
2023-05-02 20:41:27, 40852, start_block_data_process, 1.788e-05, 160.1, 34529081, band, B12
2023-05-02 20:41:28, 40852, end_block_data_process, 0.0177, 165.7, 34529081, band, B12
2023-05-02 20:41:28, 40852, start_nnls_solver, 0.006761, 165.7, 34529081, dim_values, "c(1474980, 6)"
2023-05-02 20:41:32, 40852, end_nnls_solver, 3.987, 143.2, 34529081, dim_values, "c(1474980, 4)"
2023-05-02 20:41:32, 40852, write_block, 0.01315, 143.2, 34529081, files, "c(""./tempdir/chp5/.sits/SENTINEL-2_MSI_20LKP_FOREST_2018-07-18_block_1025_1.tif"", ""./tempdir/chp5/.sits/SENTINEL-2_MSI_20LKP_SOIL_2018-07-18_block_1025_1.tif"", ""./tempdir/chp5/.sits/SENTINEL-2_MSI_20LKP_WATER_2018-07-18_block_1025_1.tif"", ""./tempdir/chp5/.sits/SENTINEL-2_MSI_20LKP_RMSE_2018-07-18_block_1025_1.tif"")"
